0.000000,0.000000
0.004416,0.000000
0.008832,0.000000
0.034065,0.000000
0.059299,0.000000
0.085163,-0.000315
0.111027,-0.000631
0.137102,-0.001577
0.163176,-0.002523
0.189041,-0.004206
0.214905,-0.005888
0.240664,-0.008621
0.266423,-0.011355
0.292077,-0.015350
0.317731,-0.019346
0.343070,-0.024918
0.368409,-0.030490
0.393222,-0.037745
0.418035,-0.045000
0.442217,-0.054147
0.466399,-0.063294
0.489740,-0.074649
0.513081,-0.086004
0.535160,-0.099462
0.557239,-0.112920
0.577741,-0.128691
0.598244,-0.144462
0.616853,-0.162546
0.635463,-0.180630
0.651654,-0.200816
0.667846,-0.221003
0.681304,-0.243082
0.694762,-0.265162
0.704960,-0.289028
0.715159,-0.312895
0.721782,-0.337813
0.728406,-0.362731
0.731140,-0.388490
0.733874,-0.414250
0.732612,-0.440114
0.731350,-0.465978
0.725778,-0.491212
0.720205,-0.516445
0.710638,-0.540522
0.701070,-0.564599
0.687612,-0.586678
0.674154,-0.608758
0.657122,-0.628313
0.640089,-0.647869
0.621164,-0.665533
0.602239,-0.683196
0.582368,-0.699703
0.562496,-0.716210
0.541679,-0.731666
0.520861,-0.747121
0.499202,-0.761315
0.477543,-0.775509
0.455149,-0.788441
0.432754,-0.801373
0.409623,-0.813044
0.386493,-0.824714
0.362731,-0.835018
0.338970,-0.845321
0.314577,-0.854258
0.290185,-0.863195
0.265477,-0.870765
0.240769,-0.878335
0.215536,-0.884433
0.190302,-0.890531
0.164859,-0.895263
0.139415,-0.899994
0.113761,-0.903253
0.088107,-0.906513
0.062243,-0.908300
0.036378,-0.910087
0.010619,-0.910403
-0.015140,-0.910718
-0.041004,-0.909456
-0.066869,-0.908195
-0.092628,-0.905566
-0.118387,-0.902938
-0.144041,-0.898837
-0.169695,-0.894737
-0.194929,-0.889270
-0.220162,-0.883802
-0.245185,-0.876758
-0.270208,-0.869714
-0.294706,-0.861303
-0.319203,-0.852891
-0.343175,-0.843219
-0.367147,-0.833546
-0.390488,-0.822401
-0.413829,-0.811256
-0.436644,-0.798850
-0.459459,-0.786443
-0.481434,-0.772670
-0.503408,-0.758897
-0.524541,-0.743967
-0.545674,-0.729037
-0.565966,-0.712951
-0.586258,-0.696864
-0.605603,-0.679622
-0.624949,-0.662379
-0.643243,-0.644084
-0.661538,-0.625790
-0.678780,-0.606550
-0.696023,-0.587309
-0.712215,-0.567017
-0.728406,-0.546725
-0.743336,-0.525592
-0.758266,-0.504459
-0.772039,-0.482485
-0.785812,-0.460511
-0.798219,-0.437801
-0.810625,-0.415091
-0.821770,-0.391750
-0.832915,-0.368409
-0.842693,-0.344437
-0.852471,-0.320465
-0.860882,-0.295968
-0.869293,-0.271470
-0.876337,-0.246447
-0.883382,-0.221424
-0.888954,-0.196190
-0.894527,-0.170957
-0.898627,-0.145408
-0.902728,-0.119859
-0.905461,-0.094100
-0.908195,-0.068341
-0.909351,-0.042476
-0.910508,-0.016612
-0.910298,0.009252
-0.910087,0.035117
-0.908300,0.060876
-0.906513,0.086635
-0.903358,0.112394
-0.900204,0.138153
-0.895578,0.163597
-0.890952,0.189041
-0.884854,0.214274
-0.878756,0.239508
-0.871186,0.264215
-0.863616,0.288923
-0.854679,0.313316
-0.845742,0.337708
-0.835543,0.361470
-0.825345,0.385231
-0.813674,0.408362
-0.802004,0.431492
-0.789072,0.453887
-0.776140,0.476282
-0.761946,0.498046
-0.747752,0.519810
-0.732402,0.540627
-0.717051,0.561445
-0.700544,0.581316
-0.684037,0.601188
-0.666374,0.620218
-0.648711,0.639248
-0.629996,0.657122
-0.611281,0.674995
-0.591620,0.691818
-0.571959,0.708640
-0.551351,0.724411
-0.530744,0.740182
-0.509296,0.754586
-0.487847,0.768990
-0.465558,0.782238
-0.443268,0.795485
-0.420242,0.807471
-0.397217,0.819457
-0.373666,0.830076
-0.350114,0.840695
-0.325932,0.849947
-0.301750,0.859200
-0.277043,0.867085
-0.252335,0.874971
-0.227312,0.881489
-0.202288,0.888008
-0.176845,0.893055
-0.151401,0.898101
-0.125747,0.901676
-0.100093,0.905251
-0.074334,0.907354
-0.048574,0.909456
-0.022710,0.910087
0.003154,0.910718
0.029018,0.909877
0.054883,0.909036
0.080642,0.906723
0.106401,0.904410
0.132055,0.900730
0.157709,0.897050
0.183048,0.891793
0.208386,0.886536
0.233410,0.879912
0.258433,0.873288
0.283141,0.865193
0.307848,0.857097
0.331925,0.847634
0.356002,0.838172
0.379553,0.827448
0.403105,0.816723
0.426025,0.804527
0.448946,0.792331
0.471025,0.778978
0.493104,0.765626
0.514553,0.751011
0.536001,0.736397
0.556503,0.720521
0.577005,0.704645
0.596561,0.687717
0.616117,0.670790
0.634622,0.652706
0.653126,0.634622
0.670685,0.615486
0.688243,0.596351
0.704645,0.576375
0.721046,0.556398
0.736292,0.535475
0.751537,0.514553
0.765520,0.492684
0.779504,0.470815
0.792226,0.448315
0.804948,0.425815
0.816408,0.402579
0.827868,0.379343
0.838067,0.355477
0.848265,0.331610
0.856992,0.307218
0.865718,0.282825
0.873078,0.258012
0.880438,0.233199
0.886326,0.207966
0.892214,0.182732
0.896735,0.157289
0.901256,0.131845
0.904199,0.106086
0.907143,0.080327
0.908720,0.054462
0.910298,0.028598
0.910403,0.002839
0.910508,-0.022920
0.909141,-0.048785
0.907774,-0.074649
0.904830,-0.100408
0.901886,-0.126167
0.897576,-0.151716
0.893265,-0.177265
0.887482,-0.202499
0.881700,-0.227732
0.874550,-0.252650
0.867401,-0.277568
0.858779,-0.301961
0.850158,-0.326353
0.840275,-0.350220
0.830392,-0.374086
0.819036,-0.397427
0.807681,-0.420768
0.795065,-0.443373
0.782448,-0.465978
0.768570,-0.487847
0.754691,-0.509716
0.739551,-0.530744
0.724411,-0.551772
0.708219,-0.571959
0.692028,-0.592146
0.674575,-0.611281
0.657122,-0.630416
0.638722,-0.648605
0.620323,-0.666795
0.600767,-0.683932
0.581211,-0.701070
0.560814,-0.717051
0.540417,-0.733032
0.519179,-0.747752
0.497941,-0.762471
