-63.999996,0.001703,6.000461
-63.859337,0.003758,6.000859
-63.718681,0.004450,6.000366
-63.578022,0.008790,5.999750
-63.437363,0.016748,6.000084
-63.296700,0.026016,5.999859
-63.156040,0.039108,5.998679
-63.015385,0.054883,5.997985
-62.874725,0.077352,5.996243
-62.734066,0.102351,5.994697
-62.593403,0.130720,5.992955
-62.452744,0.165749,5.991121
-62.312088,0.203479,5.987597
-62.171429,0.247609,5.985145
-62.030769,0.295811,5.981153
-61.890106,0.348391,5.976954
-61.749447,0.406879,5.972521
-61.608791,0.470327,5.965124
-61.468132,0.539038,5.958519
-61.327469,0.611252,5.951037
-61.186810,0.688267,5.941172
-61.046154,0.769968,5.930504
-60.905495,0.855631,5.918052
-60.764835,0.944994,5.903672
-60.624172,1.037829,5.887632
-60.483513,1.136109,5.868158
-60.342857,1.237785,5.847283
-60.202198,1.342496,5.823702
-60.061539,1.451172,5.796708
-59.920876,1.563484,5.766527
-59.780216,1.678595,5.733344
-59.639561,1.796280,5.696432
-59.498901,1.917111,5.655480
-59.358242,2.040687,5.611835
-59.217579,2.166632,5.561726
-59.076920,2.295479,5.508771
-58.936264,2.426598,5.451088
-58.795605,2.558456,5.388228
-58.654942,2.693014,5.320885
-58.514282,2.828202,5.249211
-58.373627,2.964448,5.173550
-58.232967,3.101019,5.092675
-58.092308,3.236727,5.008315
-57.951645,3.372027,4.917726
-57.810986,3.506219,4.824209
-57.670330,3.638911,4.725821
-57.529671,3.768243,4.621633
-57.389011,3.895665,4.512540
-57.248348,4.020170,4.399632
-57.107689,4.141943,4.284514
-56.967033,4.260782,4.164429
-56.826374,4.377744,4.043119
-56.685711,4.490970,3.916470
-56.545052,4.599368,3.787407
-56.404392,4.704714,3.654417
-56.263737,4.807310,3.520303
-56.123077,4.905160,3.379962
-55.982414,4.998364,3.239657
-55.841755,5.087395,3.094645
-55.701099,5.172038,2.946539
-55.560440,5.252856,2.796979
-55.419781,5.329942,2.644456
-55.279118,5.401819,2.488580
-55.138458,5.470241,2.330722
-54.997803,5.534782,2.171736
-54.857143,5.595434,2.011793
-54.716484,5.650453,1.851140
-54.575821,5.701048,1.689506
-54.435162,5.747039,1.526768
-54.294506,5.787898,1.361865
-54.153847,5.823614,1.196533
-54.013184,5.857324,1.029519
-53.872524,5.884734,0.863624
-53.731869,5.906410,0.693112
-53.591209,5.923369,0.524403
-53.450550,5.937536,0.353967
-53.309887,5.945604,0.181926
-53.169228,5.950061,0.012890
-53.028572,5.948121,-0.157575
-52.887913,5.941695,-0.327481
-52.747253,5.931609,-0.497459
-52.606590,5.916869,-0.666108
-52.465931,5.896401,-0.833603
-52.325275,5.872252,-1.001635
-52.184616,5.842337,-1.168382
-52.043957,5.806612,-1.334291
-51.903294,5.768475,-1.502422
-51.762634,5.725590,-1.666489
-51.621979,5.677485,-1.830165
-51.481319,5.623765,-1.992901
-51.340656,5.566435,-2.156801
-51.199997,5.503101,-2.318073
-51.059341,5.437524,-2.476417
-50.918682,5.366777,-2.634389
-50.778023,5.291889,-2.788132
-50.637360,5.213515,-2.939128
-50.496700,5.130540,-3.088706
-50.356045,5.042915,-3.236461
-50.215385,4.952155,-3.381311
-50.074726,4.857044,-3.521815
-49.934063,4.757345,-3.661506
-49.793404,4.653997,-3.796529
-49.652748,4.548387,-3.927387
-49.512089,4.437869,-4.054716
-49.371426,4.323952,-4.179950
-49.230766,4.205011,-4.301068
-49.090107,4.082227,-4.418649
-48.949451,3.953597,-4.534141
-48.808792,3.824040,-4.644964
-48.668129,3.692692,-4.751935
-48.527470,3.559157,-4.855165
-48.386814,3.420774,-4.955863
-48.246155,3.280509,-5.051491
-48.105495,3.137085,-5.142214
-47.964832,2.990227,-5.228102
-47.824177,2.841097,-5.311333
-47.683514,2.690190,-5.388406
-47.542858,2.537888,-5.460123
-47.402199,2.384258,-5.530348
-47.261536,2.228252,-5.595434
-47.120880,2.071401,-5.656295
-46.980217,1.912780,-5.712269
-46.839561,1.753555,-5.763063
-46.698898,1.593063,-5.809537
-46.558239,1.430478,-5.850935
-46.417583,1.267017,-5.887268
-46.276920,1.102592,-5.918806
-46.136265,0.936133,-5.945986
-45.995602,0.768927,-5.967483
-45.854946,0.600049,-5.985576
-45.714283,0.429383,-5.998331
-45.573624,0.258809,-6.005862
-45.432968,0.088260,-6.008581
-45.292305,-0.083804,-6.007924
-45.151649,-0.255920,-6.001360
-45.010986,-0.426635,-5.990045
-44.870331,-0.595963,-5.975146
-44.729668,-0.764001,-5.954214
-44.589008,-0.929141,-5.928308
-44.448353,-1.093618,-5.898073
-44.307690,-1.258272,-5.862563
-44.167034,-1.420952,-5.822334
-44.026371,-1.583105,-5.776933
-43.885715,-1.745959,-5.726367
-43.745056,-1.907482,-5.671611
-43.604393,-2.068304,-5.613865
-43.463737,-2.229315,-5.551272
-43.323074,-2.387199,-5.483179
-43.182419,-2.543209,-5.410930
-43.041756,-2.697806,-5.335368
-42.901096,-2.849254,-5.256169
-42.760441,-2.998819,-5.174018
-42.619778,-3.144951,-5.082956
-42.479122,-3.288191,-4.991772
-42.338459,-3.429174,-4.895256
-42.197803,-3.566720,-4.794348
-42.057140,-3.699959,-4.689747
-41.916481,-3.830475,-4.582887
-41.775826,-3.956776,-4.472398
-41.635162,-4.079412,-4.354938
-41.494507,-4.200841,-4.236057
-41.353844,-4.318330,-4.112221
-41.213188,-4.432509,-3.987723
-41.072525,-4.542712,-3.859756
-40.931866,-4.650670,-3.727939
-40.791210,-4.754236,-3.590914
-40.650547,-4.853292,-3.451905
-40.509892,-4.949687,-3.310173
-40.369228,-5.042237,-3.164670
-40.228569,-5.129737,-3.018192
-40.087914,-5.213981,-2.867498
-39.947250,-5.294584,-2.716204
-39.806595,-5.369860,-2.561416
-39.665932,-5.442077,-2.405343
-39.525276,-5.509225,-2.245503
-39.384613,-5.572140,-2.085240
-39.243954,-5.630313,-1.924640
-39.103298,-5.683911,-1.760815
-38.962635,-5.732291,-1.596096
-38.821980,-5.775838,-1.430468
-38.681316,-5.814621,-1.264242
-38.540661,-5.848847,-1.098058
-38.399998,-5.877852,-0.931373
-38.259338,-5.901886,-0.760247
-38.118683,-5.921951,-0.591545
-37.978020,-5.936868,-0.421791
-37.837364,-5.947086,-0.250720
-37.696701,-5.952926,-0.080604
-37.556042,-5.954055,0.089930
-37.415382,-5.949612,0.261187
-37.274723,-5.941334,0.431880
-37.134068,-5.927152,0.602153
-36.993404,-5.908861,0.771623
-36.852749,-5.885654,0.938487
-36.712086,-5.857493,1.104371
-36.571426,-5.824647,1.269386
-36.430771,-5.787335,1.432966
-36.290108,-5.744554,1.597826
-36.149452,-5.698183,1.764032
-36.008789,-5.647076,1.926101
-35.868134,-5.591144,2.090123
-35.727470,-5.530916,2.251514
-35.586811,-5.465874,2.411195
-35.446156,-5.396214,2.569758
-35.305492,-5.322812,2.720021
-35.164837,-5.244443,2.873628
-35.024174,-5.162212,3.024693
-34.883514,-5.076344,3.174819
-34.742855,-4.985861,3.319645
-34.602196,-4.891859,3.462225
-34.461540,-4.794054,3.601571
-34.320877,-4.692242,3.736055
-34.180222,-4.586803,3.868317
-34.039558,-4.478097,3.997114
-33.898899,-4.366751,4.122128
-33.758240,-4.252404,4.246956
-33.617580,-4.133370,4.368612
-33.476925,-4.011544,4.486064
-33.336262,-3.887267,4.598927
-33.195606,-3.759484,4.708576
-33.054943,-3.629027,4.814388
-32.914284,-3.491868,4.914707
-32.773624,-3.352770,5.012713
-32.632965,-3.211707,5.104036
-32.492310,-3.066810,5.191604
-32.351646,-2.919698,5.275774
-32.210987,-2.769731,5.354378
-32.070328,-2.617006,5.431798
-31.929668,-2.460819,5.504659
-31.789011,-2.304408,5.572302
-31.648350,-2.145801,5.635556
-31.507692,-1.985843,5.692856
-31.367033,-1.825316,5.744907
-31.226372,-1.663294,5.792086
-31.085714,-1.501009,5.835134
-30.945053,-1.338769,5.872842
-30.804396,-1.176631,5.906493
-30.663734,-1.012320,5.935744
-30.523077,-0.845349,5.958889
-30.382418,-0.677815,5.978035
-30.241756,-0.508978,5.993550
-30.101099,-0.339165,6.003913
-29.960438,-0.169290,6.008533
-29.819780,0.001037,6.008790
-29.679121,0.171238,6.004336
-29.538460,0.341153,5.995330
-29.397802,0.510936,5.981933
-29.257141,0.680001,5.961616
-29.116484,0.848524,5.937335
-28.975822,1.015051,5.909052
-28.835165,1.181000,5.875621
-28.694506,1.345254,5.836772
-28.553844,1.507758,5.793782
-28.413187,1.669168,5.746016
-28.272526,1.828761,5.692871
-28.131868,1.987246,5.635360
-27.991207,2.144886,5.574028
-27.850550,2.300873,5.509103
-27.709890,2.456038,5.438296
-27.569229,2.609620,5.363182
-27.428572,2.761472,5.282890
-27.287910,2.910942,5.200174
-27.147253,3.058388,5.112585
-27.006592,3.202939,5.022415
-26.865934,3.344925,4.925611
-26.725275,3.484415,4.826928
-26.584614,3.620465,4.722826
-26.443956,3.754144,4.615422
-26.303295,3.883143,4.502571
-26.162638,4.009777,4.386703
-26.021978,4.133774,4.268166
-25.881317,4.253474,4.146883
-25.740660,4.370424,4.021225
-25.599998,4.482466,3.892643
-25.459341,4.591218,3.761739
-25.318680,4.696301,3.627505
-25.178022,4.797150,3.489313
-25.037363,4.894608,3.349031
-24.896702,4.987655,3.205369
-24.756044,5.076545,3.059119
-24.615383,5.162660,2.909585
-24.474726,5.243788,2.758124
-24.334064,5.320936,2.604988
-24.193407,5.394124,2.448544
-24.052748,5.462511,2.289856
-23.912088,5.526234,2.129636
-23.771429,5.586523,1.968719
-23.630768,5.642023,1.806893
-23.490108,5.692008,1.644792
-23.349449,5.738699,1.480720
-23.208792,5.778591,1.315502
-23.068132,5.816072,1.149603
-22.927473,5.847458,0.983058
-22.786812,5.873930,0.816746
-22.646152,5.897234,0.644652
-22.505493,5.915072,0.475292
-22.364834,5.929718,0.304557
-22.224176,5.938013,0.133532
-22.083517,5.942384,-0.038031
-21.942858,5.940286,-0.206525
-21.802197,5.935266,-0.373571
-21.661537,5.924643,-0.542170
-21.520878,5.907701,-0.714213
-21.380220,5.887506,-0.880188
-21.239561,5.862823,-1.048217
-21.098902,5.832933,-1.215659
-20.958241,5.797483,-1.382132
-20.817581,5.758572,-1.548713
-20.676922,5.714961,-1.714020
-20.536263,5.664390,-1.876943
-20.395605,5.613197,-2.039396
-20.254946,5.554322,-2.200473
-20.114285,5.490648,-2.360873
-19.973625,5.424403,-2.518638
-19.832966,5.353400,-2.676036
-19.692307,5.278494,-2.829633
-19.551649,5.199049,-2.980501
-19.410990,5.115728,-3.128609
-19.270330,5.027866,-3.275753
-19.129669,4.937428,-3.419080
-18.989010,4.841576,-3.558467
-18.848351,4.741550,-3.697413
-18.707691,4.638968,-3.831329
-18.567034,4.532208,-3.962636
-18.426374,4.421896,-4.090786
-18.285713,4.306358,-4.214556
-18.145054,4.186752,-4.335600
-18.004395,4.065099,-4.452674
-17.863735,3.936437,-4.567369
-17.723078,3.806397,-4.677814
-17.582418,3.674671,-4.784427
-17.441757,3.540205,-4.887156
-17.301098,3.402377,-4.983049
-17.160439,3.261607,-5.080124
-17.019779,3.117351,-5.169759
-16.879120,2.970504,-5.255091
-16.738462,2.821098,-5.337960
-16.597803,2.670452,-5.415938
-16.457142,2.518175,-5.488788
-16.316483,2.364890,-5.557079
-16.175823,2.209418,-5.621381
-16.035164,2.052033,-5.681150
-15.894506,1.893852,-5.735361
-15.753846,1.733905,-5.786889
-15.613186,1.574116,-5.832624
-15.472527,1.411575,-5.874236
-15.331867,1.248513,-5.910812
-15.191209,1.083205,-5.940845
-15.050550,0.917431,-5.966097
-14.909890,0.749926,-5.988244
-14.769230,0.580980,-6.005364
-14.628571,0.411563,-6.017574
-14.487911,0.241839,-6.024879
-14.347253,0.069063,-6.025938
-14.206594,-0.100222,-6.023967
-14.065934,-0.272382,-6.016973
-13.925275,-0.443670,-6.006007
-13.784615,-0.613159,-5.988558
-13.643955,-0.780762,-5.967220
-13.503296,-0.947035,-5.941773
-13.362638,-1.111500,-5.910607
-13.221978,-1.274231,-5.873745
-13.081319,-1.436705,-5.831950
-12.940659,-1.598615,-5.786445
-12.799999,-1.760454,-5.736500
-12.659340,-1.920929,-5.680916
-12.518682,-2.081105,-5.622515
-12.378022,-2.240341,-5.556020
-12.237363,-2.399024,-5.488660
-12.096704,-2.556355,-5.417109
-11.956044,-2.709551,-5.342485
-11.815384,-2.860676,-5.261730
-11.674725,-3.009792,-5.177594
-11.534066,-3.155582,-5.088687
-11.393406,-3.299686,-4.996355
-11.252747,-3.439836,-4.899088
-11.112088,-3.577059,-4.798168
-10.971429,-3.709947,-4.692105
-10.830769,-3.840411,-4.583259
-10.690110,-3.965913,-4.471772
-10.549451,-4.088778,-4.356417
-10.408791,-4.209620,-4.237978
-10.268131,-4.327130,-4.115136
-10.127473,-4.439789,-3.988951
-9.986813,-4.551301,-3.858698
-9.846153,-4.657553,-3.723831
-9.705495,-4.761032,-3.588620
-9.564835,-4.860658,-3.447630
-9.424175,-4.957114,-3.305690
-9.283517,-5.049246,-3.162561
-9.142857,-5.136554,-3.013490
-9.002197,-5.221077,-2.862190
-8.861539,-5.299984,-2.710599
-8.720879,-5.374887,-2.554601
-8.580219,-5.446098,-2.397919
-8.439560,-5.513091,-2.237492
-8.298902,-5.575494,-2.077522
-8.158241,-5.632992,-1.915756
-8.017582,-5.685740,-1.752125
-7.876923,-5.734313,-1.585957
-7.736263,-5.778178,-1.419538
-7.595604,-5.816662,-1.252671
-7.454945,-5.850465,-1.086847
-7.314285,-5.879529,-0.918917
-7.173626,-5.904043,-0.751038
-7.032967,-5.923513,-0.581546
-6.892307,-5.938315,-0.410883
-6.751648,-5.948706,-0.241697
-6.610989,-5.953314,-0.070811
-6.470329,-5.954602,0.098521
-6.329670,-5.950684,0.271364
-6.189011,-5.941781,0.441370
-6.048352,-5.927524,0.610876
-5.907692,-5.909441,0.778883
-5.767033,-5.885725,0.946347
-5.626373,-5.857371,1.110379
-5.485714,-5.824987,1.276226
-5.345055,-5.787232,1.439599
-5.204395,-5.745599,1.606386
-5.063736,-5.698223,1.769877
-4.923077,-5.646980,1.933427
-4.782417,-5.590515,2.096387
-4.641758,-5.530493,2.258778
-4.501099,-5.465344,2.414264
-4.360439,-5.395784,2.569993
-4.219780,-5.322654,2.726199
-4.079121,-5.245143,2.879740
-3.938462,-5.162534,3.031144
-3.797802,-5.076086,3.180432
-3.657143,-4.985572,3.326759
-3.516484,-4.891198,3.466213
-3.375824,-4.793402,3.606387
-3.235165,-4.691030,3.742243
-3.094506,-4.586077,3.875349
-2.953846,-4.477507,4.004317
-2.813187,-4.365246,4.127555
-2.672528,-4.250335,4.251631
-2.531868,-4.131751,4.372997
-2.391209,-4.009712,4.491151
-2.250549,-3.885715,4.604422
-2.109890,-3.757680,4.713049
-1.969231,-3.625031,4.818289
-1.828571,-3.490507,4.919915
-1.687912,-3.350769,5.014917
-1.547253,-3.207270,5.109664
-1.406593,-3.062748,5.195016
-1.265934,-2.915234,5.278307
-1.125275,-2.764618,5.359086
-0.984615,-2.611257,5.434624
-0.843956,-2.455487,5.504129
-0.703297,-2.298287,5.570280
-0.562637,-2.139575,5.633714
-0.421978,-1.979898,5.691607
-0.281319,-1.819776,5.744347
-0.140659,-1.657707,5.791849
-0.000000,-1.495542,5.834413
0.140659,-1.333311,5.872787
0.281319,-1.170385,5.904971
0.421978,-1.006124,5.933379
0.562637,-0.839204,5.957351
0.703297,-0.671972,5.976550
0.843956,-0.503626,5.990311
0.984615,-0.333245,5.999906
1.125275,-0.163236,6.003238
1.265934,0.007135,6.003626
1.406593,0.177016,5.998774
1.547253,0.347800,5.987914
1.687912,0.517469,5.973244
1.828571,0.686639,5.953732
1.969231,0.854504,5.929123
2.109890,1.020932,5.899114
2.250549,1.186160,5.865814
2.391209,1.349797,5.826375
2.531868,1.512459,5.781858
2.672528,1.673674,5.733532
2.813187,1.833826,5.679694
2.953846,1.992597,5.622003
3.094506,2.150373,5.559208
3.235165,2.307005,5.493379
3.375824,2.462162,5.422241
3.516484,2.615559,5.347326
3.657143,2.766965,5.268083
3.797802,2.917495,5.184834
3.938462,3.064826,5.096768
4.079121,3.209553,5.004852
4.219780,3.350860,4.907878
4.360439,3.490574,4.809236
4.501099,3.626561,4.703961
4.641758,3.760094,4.597733
4.782417,3.889146,4.486707
4.923077,4.014790,4.370511
5.063736,4.137720,4.250422
5.204395,4.256789,4.127386
5.345055,4.372912,4.000971
5.485714,4.485675,3.872077
5.626373,4.594381,3.740723
5.767033,4.699023,3.605578
5.907692,4.799937,3.469439
6.048352,4.897170,3.326666
6.189011,4.989935,3.183753
6.329670,5.078829,3.038606
6.470329,5.164031,2.888442
6.610989,5.244922,2.736148
6.751648,5.322538,2.582696
6.892307,5.394355,2.427781
7.032967,5.462518,2.268269
7.173626,5.526090,2.109185
7.314285,5.585671,1.948639
7.454945,5.641877,1.788811
7.595604,5.691735,1.625832
7.736263,5.736391,1.460079
7.876923,5.778528,1.295924
8.017582,5.814964,1.131522
8.158241,5.844841,0.965503
8.298902,5.872173,0.797732
8.439560,5.894940,0.626846
8.580219,5.911510,0.457814
8.720879,5.924529,0.287123
8.861539,5.931845,0.117252
9.002197,5.935459,-0.051399
9.142857,5.934011,-0.224552
9.283517,5.926947,-0.391849
9.424175,5.914593,-0.558406
9.564835,5.898741,-0.727435
9.705495,5.876434,-0.895410
9.846153,5.849932,-1.062897
9.986813,5.819735,-1.231603
10.127473,5.783414,-1.398643
10.268131,5.743463,-1.566267
10.408791,5.698844,-1.730339
10.549451,5.649676,-1.893368
10.690110,5.593206,-2.054320
10.830769,5.535145,-2.217446
10.971429,5.471172,-2.375278
11.112088,5.404386,-2.532630
11.252747,5.333632,-2.690598
11.393406,5.258724,-2.844362
11.534066,5.178607,-2.995373
11.674725,5.094741,-3.144257
11.815384,5.006922,-3.291018
11.956044,4.914978,-3.433113
12.096704,4.817728,-3.572110
12.237363,4.719147,-3.710055
12.378022,4.617175,-3.844408
12.518682,4.509125,-3.974022
12.659340,4.398578,-4.101860
12.799999,4.284515,-4.224761
12.940659,4.165748,-4.345623
13.081319,4.041883,-4.463230
13.221978,3.914385,-4.577452
13.362638,3.786952,-4.687733
13.503296,3.655037,-4.792653
13.643955,3.519922,-4.893946
13.784615,3.381669,-4.991160
13.925275,3.241984,-5.084911
14.065934,3.098457,-5.172580
14.206594,2.952113,-5.257744
14.347253,2.802136,-5.339311
14.487911,2.651407,-5.415108
14.628571,2.499807,-5.490901
14.769230,2.346051,-5.560283
14.909890,2.190155,-5.624747
15.050550,2.033746,-5.683799
15.191209,1.874967,-5.738609
15.331867,1.715773,-5.789186
15.472527,1.555809,-5.833445
15.613186,1.394086,-5.874567
15.753846,1.231253,-5.909520
15.894506,1.067343,-5.940497
16.035164,0.900933,-5.966834
16.175823,0.733734,-5.988594
16.316483,0.563613,-6.004889
16.457142,0.394471,-6.017457
16.597803,0.224016,-6.023915
16.738462,0.054379,-6.025292
16.879120,-0.117997,-6.023479
17.019779,-0.289378,-6.017259
17.160439,-0.459608,-6.004301
17.301098,-0.628372,-5.987322
17.441757,-0.796851,-5.964922
17.582418,-0.962362,-5.938385
17.723078,-1.126789,-5.907551
17.863735,-1.289597,-5.870934
18.004395,-1.452371,-5.830705
18.145054,-1.614229,-5.784823
